20201111,,00000,G101010
20201111,00049,00049,G101010
20201111,00008,00008,G101010
20201111,00022,00022,G101010
20201111,,00057,G101010
20201111,00004,00004,G101010
20201111,,00010,G101010
20201111,,00047,G101011
20201111,,00013,G101011
20201111,00040,00040,G101011
20201111,,00062,G101010
20201111,,00033,G101010
20201111,,00063,G101011
20201111,00028,00028,G101011
20201111,00057,00057,G101010
20201111,,00090,G101010
20201111,00054,00054,G101011
20201111,,00068,G101011
20201111,,00092,G101011
20201111,00055,00055,G101010
20201111,,00024,G101011
20201111,00087,00087,G101010
20201111,,00047,G101010
20201111,,00086,G101010
20201111,00061,00061,G101011
20201111,,00057,G101011
20201111,00086,00086,G101011
20201111,00064,00064,G101010
20201111,00015,00015,G101011
20201111,00081,00081,G101010
20201111,,00031,G101010
20201111,00036,00036,G101010
20201111,,00007,G101011
20201111,00066,00066,G101010
20201111,00054,00054,G101011
20201111,00081,00081,G101011
20201111,00089,00089,G101011
20201111,00080,00080,G101011
20201111,,00071,G101011
20201111,,00068,G101011
20201111,00059,00059,G101011
20201111,,00030,G101010
20201111,,00091,G101010
20201111,00049,00049,G101011
20201111,00013,00013,G101010
