20200817,00088,00088,G101011
20200817,,00025,G101010
20200817,00042,00042,G101011
20200817,00071,00071,G101010
20200817,00070,00070,G101010
20200817,,00080,G101011
20200817,00096,00096,G101011
20200817,00091,00091,G101010
20200817,00080,00080,G101010
20200817,,00090,G101011
20200817,,00039,G101010
20200817,00052,00052,G101011
20200817,00032,00032,G101010
20200817,00043,00043,G101011
20200817,00024,00024,G101011
20200817,,00058,G101011
20200817,,00050,G101010
20200817,00082,00082,G101011
20200817,00095,00095,G101010
20200817,,00052,G101011
20200817,,00016,G101010
20200817,00009,00009,G101011
20200817,,00064,G101011
20200817,00005,00005,G101011
20200817,00058,00058,G101010
20200817,00054,00054,G101010
20200817,,00037,G101010
20200817,,00098,G101011
20200817,,00079,G101010
20200817,,00001,G101010
20200817,00031,00031,G101011
20200817,00048,00048,G101011
20200817,,00018,G101011
