20200616,00007,00007,G101011
20200616,00014,00014,G101011
20200616,,00100,G101011
20200616,00044,00044,G101011
20200616,00021,00021,G101010
20200616,,00012,G101011
20200616,00026,00026,G101010
20200616,00071,00071,G101010
20200616,,00072,G101010
20200616,,00020,G101011
20200616,,00059,G101011
20200616,,00092,G101010
20200616,00042,00042,G101010
20200616,,00077,G101010
20200616,00051,00051,G101010
20200616,,00029,G101011
20200616,00026,00026,G101011
20200616,00066,00066,G101011
20200616,,00040,G101010
20200616,00057,00057,G101011
20200616,00082,00082,G101010
20200616,00080,00080,G101011
20200616,,00065,G101010
20200616,,00038,G101010
20200616,,00076,G101010
20200616,00010,00010,G101011
20200616,,00027,G101011
20200616,,00059,G101011
20200616,00010,00010,G101010
