20201027,00091,00091,G101010
20201027,,00025,G101010
20201027,,00042,G101011
20201027,00084,00084,G101010
20201027,00058,00058,G101010
20201027,,00010,G101010
20201027,00015,00015,G101010
20201027,00037,00037,G101011
20201027,00065,00065,G101011
20201027,00006,00006,G101010
20201027,,00057,G101011
20201027,,00068,G101010
20201027,,00006,G101010
20201027,00071,00071,G101010
20201027,00036,00036,G101011
20201027,00004,00004,G101010
20201027,,00084,G101010
20201027,,00074,G101011
20201027,00004,00004,G101011
20201027,00013,00013,G101010
20201027,,00031,G101010
20201027,,00058,G101010
20201027,00065,00065,G101010
20201027,00056,00056,G101011
20201027,,00089,G101010
20201027,,00093,G101010
20201027,00089,00089,G101011
20201027,00091,00091,G101011
20201027,,00026,G101010
20201027,00016,00016,G101011
20201027,00016,00016,G101010
20201027,,00027,G101010
20201027,00017,00017,G101010
20201027,00016,00016,G101011
20201027,,00048,G101011
20201027,,00046,G101011
20201027,,00031,G101010
20201027,,00015,G101011
20201027,,00009,G101011
20201027,00075,00075,G101011
20201027,,00016,G101011
20201027,,00019,G101010
20201027,,00079,G101010
20201027,,00076,G101010
20201027,00054,00054,G101011
