20200630,00088,00088,G101011
20200630,,00066,G101010
20200630,00042,00042,G101010
20200630,,00040,G101010
20200630,00067,00067,G101011
20200630,,00061,G101010
20200630,,00017,G101010
20200630,,00073,G101010
20200630,00054,00054,G101010
20200630,00100,00100,G101011
20200630,,00017,G101010
20200630,,00079,G101010
20200630,00041,00041,G101010
20200630,00088,00088,G101011
20200630,,00055,G101010
20200630,00034,00034,G101011
20200630,,00091,G101011
20200630,,00062,G101011
20200630,,00038,G101011
20200630,,00048,G101010
20200630,,00035,G101011
20200630,,00045,G101010
20200630,00087,00087,G101011
20200630,00029,00029,G101010
20200630,,00011,G101010
20200630,,00080,G101010
20200630,,00094,G101011
20200630,,00077,G101011
20200630,00007,00007,G101010
20200630,00056,00056,G101011
20200630,,00023,G101011
20200630,00022,00022,G101010
20200630,00037,00037,G101010
20200630,,00023,G101010
20200630,00006,00006,G101010
20200630,,00014,G101011
20200630,00010,00010,G101010
20200630,,00013,G101010
20200630,00053,00053,G101010
20200630,00012,00012,G101010
20200630,,00084,G101010
20200630,00063,00063,G101011
20200630,00094,00094,G101011
20200630,,00083,G101011
20200630,00031,00031,G101011
