20201123,,00007,G101011
20201123,00011,00011,G101011
20201123,00060,00060,G101011
20201123,00033,00033,G101010
20201123,,00059,G101011
20201123,00022,00022,G101011
20201123,00084,00084,G101010
20201123,00026,00026,G101011
20201123,00030,00030,G101011
20201123,00045,00045,G101011
20201123,00035,00035,G101010
20201123,,00018,G101011
20201123,00063,00063,G101010
20201123,00096,00096,G101011
20201123,00009,00009,G101010
20201123,,00019,G101010
20201123,,00016,G101010
20201123,,00059,G101010
20201123,00059,00059,G101010
20201123,,00037,G101011
20201123,,00087,G101010
20201123,,00006,G101010
20201123,,00038,G101010
20201123,,00059,G101011
20201123,,00095,G101011
20201123,,00077,G101010
20201123,00099,00099,G101011
20201123,00064,00064,G101010
20201123,,00019,G101011
20201123,00001,00001,G101011
20201123,00049,00049,G101010
20201123,00089,00089,G101011
20201123,,00006,G101011
20201123,,00018,G101010
20201123,00034,00034,G101010
20201123,00030,00030,G101011
20201123,,00060,G101010
20201123,00091,00091,G101010
20201123,,00089,G101011
20201123,,00060,G101010
20201123,,00006,G101010
20201123,,00008,G101011
20201123,,00015,G101010
20201123,00090,00090,G101010
20201123,00040,00040,G101010
20201123,00084,00084,G101011
20201123,00042,00042,G101010
20201123,,00080,G101010
20201123,,00058,G101010
20201123,00076,00076,G101010
