20200712,00059,00059,G101010
20200712,00014,00014,G101010
20200712,,00037,G101010
20200712,00036,00036,G101010
20200712,00060,00060,G101010
20200712,00065,00065,G101010
20200712,,00036,G101010
20200712,,00060,G101011
20200712,,00045,G101011
20200712,00053,00053,G101011
20200712,,00066,G101010
20200712,,00073,G101011
20200712,,00073,G101010
20200712,,00023,G101010
20200712,,00098,G101011
20200712,00033,00033,G101010
20200712,00061,00061,G101010
20200712,,00017,G101010
20200712,00084,00084,G101011
20200712,00012,00012,G101010
20200712,,00014,G101011
20200712,00099,00099,G101011
20200712,,00031,G101010
