20200704,,00041,G101011
20200704,00068,00068,G101011
20200704,00086,00086,G101010
20200704,,00088,G101011
20200704,00050,00050,G101010
20200704,00061,00061,G101011
20200704,00063,00063,G101011
20200704,,00021,G101011
20200704,,00096,G101011
20200704,00078,00078,G101011
20200704,,00058,G101011
20200704,00065,00065,G101010
20200704,,00099,G101010
20200704,,00083,G101010
20200704,,00085,G101010
20200704,00013,00013,G101011
20200704,00029,00029,G101010
20200704,,00086,G101011
20200704,00044,00044,G101011
20200704,00073,00073,G101011
20200704,00029,00029,G101011
20200704,00005,00005,G101010
20200704,,00025,G101010
20200704,00002,00002,G101010
20200704,,00100,G101011
20200704,00085,00085,G101010
20200704,00076,00076,G101010
20200704,00100,00100,G101010
20200704,00024,00024,G101011
20200704,00094,00094,G101010
20200704,00100,00100,G101011
20200704,00062,00062,G101011
20200704,,00047,G101011
20200704,00018,00018,G101011
20200704,00057,00057,G101011
20200704,00069,00069,G101010
20200704,,00077,G101010
20200704,,00092,G101011
20200704,00064,00064,G101010
20200704,00022,00022,G101010
20200704,,00061,G101011
20200704,00044,00044,G101010
20200704,,00010,G101011
20200704,00091,00091,G101011
20200704,00045,00045,G101010
20200704,00070,00070,G101011
20200704,,00051,G101011
