20200912,,00037,G101011
20200912,00036,00036,G101011
20200912,00080,00080,G101011
20200912,,00010,G101010
20200912,00078,00078,G101010
20200912,00083,00083,G101010
20200912,,00044,G101010
20200912,00042,00042,G101010
20200912,00070,00070,G101010
20200912,00003,00003,G101010
20200912,,00000,G101011
20200912,,00012,G101010
20200912,00031,00031,G101010
20200912,00070,00070,G101010
20200912,00064,00064,G101011
20200912,00032,00032,G101011
20200912,,00027,G101010
20200912,,00068,G101010
20200912,00068,00068,G101010
20200912,,00084,G101010
20200912,00085,00085,G101010
20200912,,00039,G101011
20200912,00042,00042,G101011
20200912,,00027,G101010
20200912,00099,00099,G101011
20200912,00060,00060,G101011
20200912,00032,00032,G101010
20200912,00067,00067,G101011
20200912,,00080,G101010
20200912,,00066,G101010
20200912,00080,00080,G101011
20200912,,00033,G101011
20200912,00031,00031,G101010
20200912,00037,00037,G101011
20200912,,00033,G101010
20200912,00025,00025,G101010
20200912,00051,00051,G101010
20200912,,00069,G101011
20200912,00033,00033,G101010
20200912,00055,00055,G101010
20200912,00027,00027,G101010
20200912,,00058,G101011
20200912,,00046,G101011
20200912,00100,00100,G101011
20200912,00006,00006,G101011
20200912,,00089,G101010
20200912,00029,00029,G101011
20200912,00048,00048,G101011
