20200703,00005,00005,G101011
20200703,00041,00041,G101010
20200703,00075,00075,G101010
20200703,,00066,G101011
20200703,00042,00042,G101010
20200703,,00072,G101011
20200703,,00022,G101011
20200703,,00095,G101010
20200703,00040,00040,G101011
20200703,00020,00020,G101011
20200703,,00053,G101010
20200703,,00044,G101010
20200703,00010,00010,G101010
20200703,00055,00055,G101011
20200703,00084,00084,G101011
20200703,,00005,G101010
20200703,00094,00094,G101010
20200703,,00066,G101011
20200703,,00029,G101011
20200703,00055,00055,G101010
20200703,00056,00056,G101011
20200703,,00085,G101010
20200703,,00046,G101011
20200703,00031,00031,G101010
20200703,,00055,G101011
20200703,00038,00038,G101010
20200703,00056,00056,G101011
20200703,,00075,G101010
20200703,00027,00027,G101011
20200703,00001,00001,G101011
20200703,00020,00020,G101011
20200703,,00034,G101011
20200703,00082,00082,G101011
