20201010,00010,00010,G101010
20201010,,00005,G101011
20201010,00082,00082,G101010
20201010,,00089,G101010
20201010,,00073,G101010
20201010,00035,00035,G101010
20201010,,00095,G101010
20201010,,00013,G101010
20201010,,00091,G101010
20201010,00068,00068,G101010
20201010,,00031,G101011
20201010,00090,00090,G101010
20201010,,00093,G101011
20201010,,00070,G101011
20201010,,00026,G101010
20201010,,00080,G101010
20201010,,00098,G101010
20201010,00086,00086,G101011
20201010,00002,00002,G101010
20201010,00053,00053,G101010
20201010,00018,00018,G101011
20201010,00091,00091,G101011
20201010,00068,00068,G101010
20201010,,00062,G101011
20201010,00095,00095,G101011
20201010,,00014,G101010
20201010,00002,00002,G101011
20201010,00090,00090,G101010
20201010,00096,00096,G101010
20201010,,00054,G101011
20201010,00005,00005,G101010
20201010,00089,00089,G101011
20201010,00080,00080,G101011
20201010,00018,00018,G101011
20201010,,00058,G101011
20201010,,00036,G101011
20201010,00043,00043,G101010
20201010,00064,00064,G101010
20201010,00015,00015,G101011
20201010,00029,00029,G101011
20201010,00092,00092,G101010
20201010,,00023,G101010
20201010,00009,00009,G101011
