20200716,00001,00001,G101010
20200716,,00041,G101011
20200716,,00070,G101010
20200716,,00056,G101011
20200716,,00086,G101010
20200716,,00039,G101011
20200716,00024,00024,G101010
20200716,,00041,G101011
20200716,,00045,G101011
20200716,,00100,G101010
20200716,00071,00071,G101010
20200716,,00068,G101010
20200716,00050,00050,G101011
20200716,,00021,G101011
20200716,00061,00061,G101011
20200716,,00032,G101010
20200716,,00097,G101010
20200716,,00015,G101010
20200716,,00004,G101011
20200716,00092,00092,G101011
20200716,00080,00080,G101010
20200716,00080,00080,G101010
20200716,00028,00028,G101011
20200716,,00060,G101010
20200716,00055,00055,G101011
20200716,00098,00098,G101011
20200716,,00049,G101010
20200716,00085,00085,G101011
20200716,00092,00092,G101011
20200716,00025,00025,G101010
20200716,,00042,G101010
20200716,00091,00091,G101011
20200716,00081,00081,G101010
20200716,,00094,G101011
20200716,,00002,G101011
20200716,,00086,G101010
20200716,00040,00040,G101011
20200716,,00002,G101011
20200716,,00068,G101011
20200716,00011,00011,G101010
20200716,,00041,G101010
20200716,00066,00066,G101010
20200716,00069,00069,G101010
